description	annotation_id	genes_found	input_size	term_genes	universe	pval	pval_adj	relative_enrichment	annotsbias	genes
Sema4D induced cell migration and growth-cone collapse	R-HSA-416572	2	2208	21	10987	0.9436746927989929	0.9999999999999999	0.4739044168391994	0	ARHGEF12, SEMA4D
Glycerophospholipid biosynthesis	R-HSA-1483206	18	2208	129	10987	0.972990894656563	0.9999999999999999	0.6943250758341759	0	GPAT4, HADHB, PLA2G4E, PLD2, LPIN1, HADHA, DGAT1, MFSD2A, PLA2G2A, STARD7, CPNE3, MBOAT1, GNPAT, GPAT3, GPD1, PTPMT1, GPD2, CRLS1
Elastic fibre formation	R-HSA-1566948	7	2208	44	10987	0.809211455861208	0.9999999999999999	0.7916357872200264	0	ITGA5, FBN1, EMILIN1, LTBP1, ITGB1, TGFB1, ELN
Pervasive developmental disorders	R-HSA-9005895	1	2208	14	10987	0.9568463617823382	0.9999999999999999	0.3554283126293996	0	TBL1XR1
Dopamine Neurotransmitter Release Cycle	R-HSA-212676	2	2208	23	10987	0.9611887237393159	0.9999999999999999	0.43269533711405167	0	SYN2, CPLX1
CREB1 phosphorylation through the activation of Adenylate Cyclase	R-HSA-442720	1	2208	14	10987	0.9568463617823382	0.9999999999999999	0.3554283126293996	0	PRKAR2A
GAB1 signalosome	R-HSA-180292	1	2208	17	10987	0.9780078786046649	0.9999999999999999	0.29270566922421143	0	EGF
Gap junction assembly	R-HSA-190861	2	2208	36	10987	0.9969096278794037	0.9999999999999999	0.2764442431561997	0	GJA5, GJC2
Tandem pore domain potassium channels	R-HSA-1296346	1	2208	12	10987	0.9323707722644476	0.9999999999999999	0.4146663647342995	0	KCNK7
Fatty acids	R-HSA-211935	2	2208	15	10987	0.835278398182196	0.9999999999999999	0.6634661835748793	0	CYP2A13, CYP4F8
Unblocking of NMDA receptors, glutamate binding and activation	R-HSA-438066	2	2208	22	10987	0.9532094945061717	0.9999999999999999	0.4523633069828722	0	DLG2, ACTN2
RHO GTPases activate IQGAPs	R-HSA-5626467	2	2208	32	10987	0.9931592851468124	0.9999999999999999	0.31099977355072467	0	ACTB, CDC42
Metabolism of steroids	R-HSA-8957322	26	2208	154	10987	0.8662242465610468	0.9999999999999999	0.8401032843967626	0	NFYB, FASN, HMGCS1, TBL1XR1, SEC24C, SCD, MED1, SAR1B, OSBP, AKR1C3, SRD5A2, OSBPL2, SEC24D, HSD17B7, STARD5, AKR1C1, AKR1C2, CYP11B2, INSIG2, MSMO1, RAN, FDPS, CYP19A1, IDI2, ACACA, SLCO1A2
GRB2 events in EGFR signaling	R-HSA-179812	2	2208	13	10987	0.769099335537232	0.9999999999999999	0.7655379041248607	0	HRAS, EGF
CDC42 GTPase cycle	R-HSA-9013148	24	2208	155	10987	0.942483796271065	0.9999999999999999	0.770476858345021	0	ARHGDIA, ABR, SHKBP1, SH3PXD2A, VANGL1, DOCK8, ARHGAP10, ARFGAP2, RAB7A, FGD4, WIPF1, VAV2, ARHGEF12, MAP3K11, ARHGAP42, DOCK10, RASGRF2, ARHGEF9, CDC42, TAGAP, ARHGDIB, ARHGAP1, CDC42EP5, GIT2
Recycling of bile acids and salts	R-HSA-159418	2	2208	18	10987	0.9027575350590586	0.9999999999999999	0.5528884863123994	0	STARD5, SLCO1A2
Regulation by c-FLIP	R-HSA-3371378	1	2208	11	10987	0.9153400543310422	0.9999999999999999	0.4523633069828722	0	CASP8
TYSND1 cleaves peroxisomal proteins	R-HSA-9033500	1	2208	7	10987	0.7921487676331544	0.9999999999999999	0.7108566252587992	0	ACOX1
Cytochrome P450 - arranged by substrate type	R-HSA-211897	10	2208	66	10987	0.8796586058140607	0.9999999999999999	0.7539388449714537	0	CYP1A1, CYP11B2, PTGIS, CYP2A6, CYP2A13, CYP4V2, CYP19A1, CYP4F8, CYP26A1, CYP26C1
Regulation of Homotypic Cell-Cell Adhesion	R-HSA-9759476	4	2208	31	10987	0.8956528908103948	0.9999999999999999	0.6420640486208509	0	CDH19, AGO1, ZEB2, BHLHE22
RNA Polymerase I Promoter Opening	R-HSA-73728	10	2208	60	10987	0.7927618212486185	0.9999999999999999	0.829332729468599	0	H3C11, H2BC15, H2BC7, H2BC9, H2BC14, H4C5, H2AZ2, H4C15, H2AJ, H4C2
G-protein activation	R-HSA-202040	3	2208	24	10987	0.8878902897120826	0.9999999999999999	0.6219995471014492	0	GNG10, GNG7, GNAQ
MET activates RAS signaling	R-HSA-8851805	1	2208	11	10987	0.9153400543310422	0.9999999999999999	0.4523633069828722	0	HRAS
Transport of small molecules	R-HSA-382551	131	2208	737	10987	0.9546774818755734	0.9999999999999999	0.8844715405187502	0	TCIRG1, PSMD14, PSME1, RPS27A, SLC2A14, SLC6A19, CLCN1, ABCA2, SLC25A18, SLC9A1, ATP6V0C, ATP6V1B1, PSMB3, SLC12A2, SLC22A15, SLC9A8, PSMC5, SLC2A4, ATP6V0E1, SRI, NIPAL2, PSMD10, CLCN7, ATP6V1H, PMPCB, SLC22A3, APOB, APOC1, ATP6V1F, ABCB6, RSC1A1, SLC31A1, ATP2C1, GLRX3, EIF2S1, UBC, SLC10A6, ADCY6, CLCN4, ADCY2, SLC25A26, SLC36A4, SLC22A5, SAR1B, PCSK6, ASIC3, CASQ2, LMF2, ANO7, PSMA5, UBB, PEX19, SLC38A2, PSMC6, ATP6V1C1, PSMA4, PARL, PSMD3, SLC36A2, SLC50A1, SLN, RYR3, PSMD4, LRRC8C, MB, PSMB4, GNG10, SLC5A10, SLC35A1, SLC24A1, ADD1, PHB2, SLC15A2, SLC41A2, ATP6V0E2, FLVCR1, SLC22A2, LPL, BEST3, ATP1A2, NIPA2, GNG7, AFG3L2, GNAS, WNK1, SLC38A4, PSMC1, TTYH3, AP2S1, PRKAR2A, SLC39A6, SLCO4A1, ANO2, SLCO2B1, SLC35B2, AMN, ATP7A, CASQ1, SLC35D1, SLC25A6, SLC4A5, ABCA5, PSMA6, SLCO3A1, PSMC3, CLCN3, LMF1, PSMA7, SLC12A5, TRDN, ATP2A2, FXYD1, WNK2, RYR1, SLC16A1, ABCD3, ATP2A1, FTH1, SLC7A7, NCEH1, ABCC4, SLC7A11, RIPK3, PLN, ATP2A3, PSMD6, CUTC, NPC2, SLCO1A2, RNF185, ERLIN1
Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1	R-HSA-1362300	2	2208	16	10987	0.8614782538862135	0.9999999999999999	0.6219995471014493	0	TFDP1, LIN54
Regulation of Complement cascade	R-HSA-977606	6	2208	47	10987	0.9320200197941626	0.9999999999999999	0.6352335800185014	0	CD59, PROS1, C1QB, C1QC, C3AR1, ELANE
Expression and translocation of olfactory receptors	R-HSA-9752946	10	2208	275	10987	0.9999999999999999	0.9999999999999999	0.1809453227931489	0	OR2Y1, OR10G4, OR2G2, OR4F29, LDB1, OR2T34, OR13C2, OR2T3, RTP1, OR1B1
Negative regulation of NMDA receptor-mediated neuronal transmission	R-HSA-9617324	2	2208	22	10987	0.9532094945061717	0.9999999999999999	0.4523633069828722	0	DLG2, ACTN2
NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	R-HSA-9029569	4	2208	37	10987	0.9565413619557009	0.9999999999999999	0.5379455542499021	0	TBL1XR1, APOC1, KDM1A, AGO1
Sema4D mediated inhibition of cell attachment and migration	R-HSA-416550	1	2208	8	10987	0.833946173923318	0.9999999999999999	0.6219995471014493	0	SEMA4D
Role of phospholipids in phagocytosis	R-HSA-2029485	4	2208	25	10987	0.7698960578674588	0.9999999999999999	0.7961594202898551	0	FCGR2A, PLD2, PLPP5, CD3G
Dectin-2 family	R-HSA-5621480	3	2208	28	10987	0.9404734686199118	0.9999999999999999	0.5331424689440993	0	FCER1G, MUC5B, MUC16
HDACs deacetylate histones	R-HSA-3214815	12	2208	93	10987	0.9743552917067297	0.9999999999999999	0.6420640486208508	0	SUDS3, H3C11, TBL1XR1, H2BC15, H2BC7, H2BC9, H2BC18, H2BC14, KDM1A, H4C5, H4C15, H4C2
Synaptic adhesion-like molecules	R-HSA-8849932	1	2208	21	10987	0.9910506037735842	0.9999999999999999	0.2369522084195997	0	FLOT1
Metabolism of lipids	R-HSA-556833	139	2208	757	10987	0.9009088930852966	0.9999999999999999	0.9136902197844275	0	MED4, CERS1, FAR1, GPAT4, MED12, ACOT13, NFYB, A4GALT, BMX, TNFAIP8L3, TECRL, CERT1, HADHB, MED9, PTGR2, PLA2G4E, FASN, HMGCS1, TBL1XR1, MED15, MED24, BDH1, PLD2, PPP1CB, ACSL3, SEC24C, PIK3C2A, LPIN1, FABP3, SCD, HILPDA, MED14, HADHA, SLC22A5, DGAT1, MFSD2A, MED1, BMAL1, FABP4, SAR1B, OSBP, AKR1C3, SUMF1, ALOX5AP, TNFRSF21, CD36, CSNK1G2, ACAT1, MTMR3, ACADS, SRD5A2, SCD5, PNPLA4, OSBPL2, AGT, SEC24D, PLA2G2A, STARD7, ANKRD1, MED23, HSD17B7, DHRS7B, GK, ORMDL2, THEM4, TXNRD1, ACER2, CPNE3, ACER3, ACSL1, MBOAT1, ACADVL, ECHS1, ESRRA, STARD5, HADH, CYP1A1, AKR1C1, SUMF2, TNFAIP8L2, ACOT2, OXCT1, ACSBG1, GNPAT, GPAT3, AKR1C2, CYP11B2, INSIG2, MSMO1, MCAT, RAN, KDSR, PTGIS, GPD1, HACD4, PTGES3, PTGR1, FDPS, MED29, HMGCS2, PTPMT1, SPTLC1, ALAS1, GPX1, OLAH, SAMD8, SULT2A1, GM2A, FITM1, GLIPR1, TECR, ACADL, MLYCD, PLIN2, CYP19A1, ARSG, GPD2, GLB1L, CRLS1, ACOT1, PRKAA2, IDI2, CYP4F8, ALDH3A2, SLC25A17, HACD1, HMGCL, PLEKHA1, CDK8, MED17, RUFY1, ACACA, ARSA, ACBD4, ACAA2, MID1IP1, PI4K2B, ACOX1, SLCO1A2
Kinesins	R-HSA-983189	8	2208	59	10987	0.9280624975067286	0.9999999999999999	0.6747113731269958	0	KIF3C, KIF20B, KLC1, KIF18A, KIF22, KIF27, KIF1C, KIF5B
Heme degradation	R-HSA-189483	1	2208	15	10987	0.965529787753777	0.9999999999999999	0.33173309178743965	0	SLCO2B1
Loss of Function of SMAD2/3 in Cancer	R-HSA-3304349	1	2208	7	10987	0.7921487676331544	0.9999999999999999	0.7108566252587992	0	TGFB1
Paracetamol ADME	R-HSA-9753281	3	2208	29	10987	0.9494466078760578	0.9999999999999999	0.5147582458770614	0	ACY1, SULT2A1, ABCC4
Formation of the ureteric bud	R-HSA-9830674	3	2208	21	10987	0.8243155198299023	0.9999999999999999	0.7108566252587991	0	ITGB1, FOXC1, SIX2
Digestion	R-HSA-8935690	1	2208	22	10987	0.9928525613577467	0.9999999999999999	0.2261816534914361	0	AMY2A
TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	R-HSA-5676594	2	2208	18	10987	0.9027575350590586	0.9999999999999999	0.5528884863123994	0	TNFSF13B, LTA
Synthesis of PIPs at the early endosome membrane	R-HSA-1660516	2	2208	16	10987	0.8614782538862135	0.9999999999999999	0.6219995471014493	0	PIK3C2A, PI4K2B
Activation of RAC1 downstream of NMDARs	R-HSA-9619229	1	2208	9	10987	0.8673414601950471	0.9999999999999999	0.5528884863123994	0	CAMKK2
Digestion and absorption	R-HSA-8963743	2	2208	27	10987	0.9818663008438907	0.9999999999999999	0.36859232420826626	0	RSC1A1, AMY2A
PI3K events in ERBB2 signaling	R-HSA-1963642	1	2208	16	10987	0.9724665566782812	0.9999999999999999	0.31099977355072467	0	EGF
Ca2+ activated K+ channels	R-HSA-1296052	1	2208	9	10987	0.8673414601950471	0.9999999999999999	0.5528884863123994	0	KCNMB2
NFE2L2 regulating tumorigenic genes	R-HSA-9818030	1	2208	11	10987	0.9153400543310422	0.9999999999999999	0.4523633069828722	0	EGF
Acyl chain remodelling of PI	R-HSA-1482922	2	2208	17	10987	0.8838054058561426	0.9999999999999999	0.5854113384484229	0	PLA2G4E, PLA2G2A
Transcriptional regulation of pluripotent stem cells	R-HSA-452723	2	2208	24	10987	0.9678522177417916	0.9999999999999999	0.4146663647342995	0	FOXD3, STAT3
Phase 1 - inactivation of fast Na+ channels	R-HSA-5576894	1	2208	7	10987	0.7921487676331544	0.9999999999999999	0.7108566252587992	0	KCNIP3
NR1H2 and NR1H3-mediated signaling	R-HSA-9024446	7	2208	47	10987	0.8605640671489385	0.9999999999999999	0.7411058433549184	0	PCK1, FASN, TBL1XR1, APOC1, SCD, KDM1A, AGO1
Nucleotide salvage	R-HSA-8956321	2	2208	23	10987	0.9611887237393159	0.9999999999999999	0.43269533711405167	0	HPRT1, UCK2
CD209 (DC-SIGN) signaling	R-HSA-5621575	2	2208	21	10987	0.9436746927989929	0.9999999999999999	0.4739044168391994	0	HRAS, ICAM3
Golgi Cisternae Pericentriolar Stack Reorganization	R-HSA-162658	2	2208	14	10987	0.8046714513802893	0.9999999999999999	0.7108566252587992	0	RAB2A, GORASP1
Uptake of dietary cobalamins into enterocytes	R-HSA-9758881	1	2208	10	10987	0.8940230101940758	0.9999999999999999	0.49759963768115945	0	AMN
Defective CSF2RA causes SMDP4	R-HSA-5688890	1	2208	7	10987	0.7921487676331544	0.9999999999999999	0.7108566252587992	0	CSF2RA
Signaling by FGFR3 in disease	R-HSA-5655332	2	2208	22	10987	0.9532094945061717	0.9999999999999999	0.4523633069828722	0	HRAS, FGF4
Defective pyroptosis	R-HSA-9710421	10	2208	70	10987	0.9190948507964719	0.9999999999999999	0.7108566252587992	0	H3C11, H2BC15, H2BC7, H2BC9, H2BC14, H4C5, H2AZ2, H4C15, H2AJ, H4C2
Linoleic acid (LA) metabolism	R-HSA-2046105	1	2208	8	10987	0.833946173923318	0.9999999999999999	0.6219995471014493	0	ACSL1
Plasma lipoprotein remodeling	R-HSA-8963899	5	2208	34	10987	0.8418407793440298	0.9999999999999999	0.7317641730605287	0	APOB, PCSK6, LMF2, LPL, LMF1
Ca2+ pathway	R-HSA-4086398	7	2208	62	10987	0.9774908377360547	0.9999999999999999	0.5618060425432445	0	NLK, FZD3, GNG10, AGO1, PRKCA, GNG7, GNAO1
RHOQ GTPase cycle	R-HSA-9013406	10	2208	59	10987	0.7745985449687073	0.9999999999999999	0.8433892164087448	0	VANGL1, RAB7A, OBSCN, TRIP10, ARHGEF9, CDC42, RHOQ, ARHGAP1, ARL13B, GIT2
Axonal growth inhibition (RHOA activation)	R-HSA-193634	1	2208	9	10987	0.8673414601950471	0.9999999999999999	0.5528884863123994	0	ARHGDIA
CDC6 association with the ORC:origin complex	R-HSA-68689	1	2208	8	10987	0.833946173923318	0.9999999999999999	0.6219995471014493	0	ORC4
Phenylalanine and tyrosine metabolism	R-HSA-8963691	1	2208	11	10987	0.9153400543310422	0.9999999999999999	0.4523633069828722	0	ASRGL1
Class A/1 (Rhodopsin-like receptors)	R-HSA-373076	49	2208	332	10987	0.9955563968466631	0.9999999999999999	0.7344091038065306	0	LPAR5, CXCL16, CCL4, MTNR1A, CCL2, PLPPR2, CXCL11, FPR2, PLPPR3, PTAFR, CYSLTR1, KNG1, CCL28, CCL5, GPR183, GALR2, XCR1, NPFF, HTR1B, CHRM5, P2RY14, ECE2, AGT, CX3CR1, ANXA1, P2RY1, OPN3, P2RY10, NMU, CXCL13, EDNRA, GPR65, P2RY13, GPR132, CXCL10, CCL3, CXCL9, CXCR3, PRLHR, FPR3, SSTR1, XCL1, CCKBR, TAC1, OPRD1, ADRA2B, CYSLTR2, DRD4, C3AR1
G alpha (12/13) signalling events	R-HSA-416482	11	2208	80	10987	0.9464674511872649	0.9999999999999999	0.6841995018115942	0	ABR, NET1, GNG10, FGD4, VAV2, ARHGEF12, GNG7, OBSCN, RASGRF2, ARHGEF9, SOS2
Activation of NMDA receptors and postsynaptic events	R-HSA-442755	11	2208	93	10987	0.9876516736417271	0.9999999999999999	0.5885587112357799	0	PRKAG3, RPS6KA1, HRAS, CAMKK2, MAPT, DLG2, PRKAR2A, PDPK1, RASGRF2, PRKAA2, ACTN2
Regulation of insulin secretion	R-HSA-422356	12	2208	78	10987	0.884579275704611	0.9999999999999999	0.7655379041248607	0	ACSL3, ADCY6, GNAI2, KCNS3, CD36, GNG10, PRKCA, GNG7, GNAS, PRKAR2A, KCNG2, GNAQ
EGFR interacts with phospholipase C-gamma	R-HSA-212718	1	2208	9	10987	0.8673414601950471	0.9999999999999999	0.5528884863123994	0	EGF
Phospholipid metabolism	R-HSA-1483257	26	2208	212	10987	0.9991046828222884	0.9999999999999999	0.6102637065901012	0	GPAT4, BMX, TNFAIP8L3, HADHB, PLA2G4E, PLD2, PIK3C2A, LPIN1, HADHA, DGAT1, MFSD2A, MTMR3, PLA2G2A, STARD7, CPNE3, MBOAT1, TNFAIP8L2, GNPAT, GPAT3, GPD1, PTPMT1, GPD2, CRLS1, PLEKHA1, RUFY1, PI4K2B
Pyrimidine salvage	R-HSA-73614	1	2208	11	10987	0.9153400543310422	0.9999999999999999	0.4523633069828722	0	UCK2
CASP8 activity is inhibited	R-HSA-5218900	1	2208	11	10987	0.9153400543310422	0.9999999999999999	0.4523633069828722	0	CASP8
Negative regulation of TCF-dependent signaling by WNT ligand antagonists	R-HSA-3772470	2	2208	15	10987	0.835278398182196	0.9999999999999999	0.6634661835748793	0	KREMEN2, DKK4
Telomere C-strand (Lagging Strand) Synthesis	R-HSA-174417	4	2208	34	10987	0.9320444817595706	0.9999999999999999	0.5854113384484229	0	RFC4, CHTF8, POT1, RPA1
Post-transcriptional silencing by small RNAs	R-HSA-426496	1	2208	7	10987	0.7921487676331544	0.9999999999999999	0.7108566252587992	0	AGO1
Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	R-HSA-159854	1	2208	11	10987	0.9153400543310422	0.9999999999999999	0.4523633069828722	0	PROS1
Signaling by NTRK3 (TRKC)	R-HSA-9034015	1	2208	17	10987	0.9780078786046649	0.9999999999999999	0.29270566922421143	0	HRAS
GPCR ligand binding	R-HSA-500792	68	2208	466	10987	0.9993047635469829	0.9999999999999999	0.7261110592772284	0	LPAR5, CXCL16, CCL4, MTNR1A, TAS2R10, CCL2, PLPPR2, CXCL11, FPR2, GABBR2, PLPPR3, FZD3, PTAFR, CYSLTR1, KNG1, CCL28, GRM6, CCL5, GPR183, GALR2, XCR1, FZD9, NPFF, HTR1B, CHRM5, P2RY14, ECE2, AGT, CX3CR1, GNG10, ANXA1, P2RY1, GNG7, OPN3, GNAS, UCN, P2RY10, WNT7A, NMU, PTCH2, WNT1, CXCL13, EDNRA, GPR65, P2RY13, GPR132, CXCL10, CCL3, CXCL9, CXCR3, PRLHR, ADGRE5, FPR3, SSTR1, XCL1, CCKBR, PTH2, TAC1, OPRD1, ADRA2B, CASR, RAMP1, CYSLTR2, DRD4, C3AR1, ADM, PTH, WNT9B
Acyl chain remodeling of DAG and TAG	R-HSA-1482883	1	2208	7	10987	0.7921487676331544	0.9999999999999999	0.7108566252587992	0	DGAT1
Synthesis of PIPs at the late endosome membrane	R-HSA-1660517	1	2208	11	10987	0.9153400543310422	0.9999999999999999	0.4523633069828722	0	PIK3C2A
Chondroitin sulfate biosynthesis	R-HSA-2022870	3	2208	20	10987	0.7971234707823025	0.9999999999999999	0.7463994565217391	0	CHST11, CHST7, BGN
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)	R-HSA-5358565	1	2208	14	10987	0.9568463617823382	0.9999999999999999	0.3554283126293996	0	RPA1
Collagen formation	R-HSA-1474290	14	2208	90	10987	0.8900090170890036	0.9999999999999999	0.7740438808373592	0	P4HA1, COL12A1, COL28A1, COL8A2, MMP9, PCOLCE2, COL11A2, COL4A1, PPIB, COL18A1, COL5A3, TLL1, MMP3, COL16A1
Anti-inflammatory response favouring Leishmania parasite infection	R-HSA-9662851	13	2208	79	10987	0.8287870399299552	0.9999999999999999	0.8188348468170978	0	FCGR2A, ADCY6, CYSLTR1, ADCY2, GNAI2, MAPK14, GNG10, GNG7, GNAS, PRKAR2A, YES1, CD3G, CYSLTR2
Bicarbonate transporters	R-HSA-425381	1	2208	10	10987	0.8940230101940758	0.9999999999999999	0.49759963768115945	0	SLC4A5
Transcription of E2F targets under negative control by DREAM complex	R-HSA-1362277	2	2208	19	10987	0.9187887843428303	0.9999999999999999	0.5237890922959573	0	TFDP1, LIN54
RHOH GTPase cycle	R-HSA-9013407	5	2208	38	10987	0.904252114660481	0.9999999999999999	0.6547363653699466	0	ARHGDIA, NSFL1C, VANGL1, RAB7A, ARHGDIB
Adrenaline,noradrenaline inhibits insulin secretion	R-HSA-400042	4	2208	28	10987	0.8431178802865507	0.9999999999999999	0.7108566252587992	0	ADCY6, GNAI2, GNG10, GNG7
Opsins	R-HSA-419771	1	2208	10	10987	0.8940230101940758	0.9999999999999999	0.49759963768115945	0	OPN3
Potassium Channels	R-HSA-1296071	17	2208	103	10987	0.8509111045409905	0.9999999999999999	0.8212809553960885	0	KCNA5, GABBR2, KCNA4, KCNS3, KCNJ4, KCNK7, GNG10, HCN2, GNG7, KCNG2, KCNQ2, KCNJ14, KCNS2, KCNMB2, KCNJ12, KCNA7, KCNQ4
Glucocorticoid biosynthesis	R-HSA-194002	1	2208	10	10987	0.8940230101940758	0.9999999999999999	0.49759963768115945	0	CYP11B2
Binding of TCF/LEF:CTNNB1 to target gene promoters	R-HSA-4411364	1	2208	8	10987	0.833946173923318	0.9999999999999999	0.6219995471014493	0	RUNX3
Hydrolysis of LPC	R-HSA-1483115	1	2208	10	10987	0.8940230101940758	0.9999999999999999	0.49759963768115945	0	PLA2G4E
Transcriptional Regulation by MECP2	R-HSA-8986944	4	2208	62	10987	0.9993453217742869	0.9999999999999999	0.32103202431042543	0	DGCR8, TBL1XR1, AGO1, RBFOX1
Organic anion transporters	R-HSA-428643	1	2208	12	10987	0.9323707722644476	0.9999999999999999	0.4146663647342995	0	SLC25A18
Chromatin modifications during the maternal to zygotic transition (MZT)	R-HSA-9821002	11	2208	68	10987	0.8313482005575111	0.9999999999999999	0.8049405903665814	0	H3C11, H2BC15, H2BC7, H2BC9, H2BC14, H4C5, H2AZ2, KDM6A, H4C15, H2AJ, H4C2
Ionotropic activity of kainate receptors	R-HSA-451306	1	2208	12	10987	0.9323707722644476	0.9999999999999999	0.4146663647342995	0	GRIK3
ECM proteoglycans	R-HSA-3000178	11	2208	76	10987	0.9195756080033284	0.9999999999999999	0.7202100019069413	0	ITGA7, ITGB1, TNXB, TGFB1, COL4A1, LAMB2, LAMA2, ITGAX, COL5A3, LAMC1, BGN
Constitutive Signaling by Aberrant PI3K in Cancer	R-HSA-2219530	13	2208	83	10987	0.8770637825387904	0.9999999999999999	0.7793729264885629	0	FGF7, PDGFRB, FGF3, CD86, RHOG, FGF22, EGF, TRAT1, RAC2, NTF4, FGF19, FGF4, IRS2
RHOD GTPase cycle	R-HSA-9013405	9	2208	54	10987	0.784727762289177	0.9999999999999999	0.829332729468599	0	ARHGAP12, DIAPH1, VANGL1, RAB7A, EMD, CAPZB, FILIP1, ARHGAP1, VRK2
The canonical retinoid cycle in rods (twilight vision)	R-HSA-2453902	3	2208	23	10987	0.8694275875581575	0.9999999999999999	0.6490430056710774	0	RLBP1, RBP4, CYP4V2
RHO GTPases activate CIT	R-HSA-5625900	3	2208	20	10987	0.7971234707823025	0.9999999999999999	0.7463994565217391	0	PPP1R12A, PPP1CB, CDKN1B
RUNX2 regulates osteoblast differentiation	R-HSA-8940973	3	2208	24	10987	0.8878902897120826	0.9999999999999999	0.6219995471014492	0	RB1, YES1, RUNX2
Assembly and cell surface presentation of NMDA receptors	R-HSA-9609736	2	2208	41	10987	0.9988718385067552	0.9999999999999999	0.24273153057617533	0	DLG2, ACTN2
The retinoid cycle in cones (daylight vision)	R-HSA-2187335	1	2208	8	10987	0.833946173923318	0.9999999999999999	0.6219995471014493	0	RLBP1
SUMOylation of intracellular receptors	R-HSA-4090294	3	2208	30	10987	0.9571450752544061	0.9999999999999999	0.4975996376811594	0	SUMO3, SUMO1, PIAS3
PKA activation	R-HSA-163615	3	2208	20	10987	0.7971234707823025	0.9999999999999999	0.7463994565217391	0	ADCY6, ADCY2, PRKAR2A
Polymerase switching on the C-strand of the telomere	R-HSA-174411	3	2208	26	10987	0.917951720525162	0.9999999999999999	0.5741534280936454	0	RFC4, CHTF8, POT1
POLB-Dependent Long Patch Base Excision Repair	R-HSA-110362	1	2208	9	10987	0.8673414601950471	0.9999999999999999	0.5528884863123994	0	APEX1
Removal of aminoterminal propeptides from gamma-carboxylated proteins	R-HSA-159782	1	2208	10	10987	0.8940230101940758	0.9999999999999999	0.49759963768115945	0	PROS1
Defective B3GALTL causes PpS	R-HSA-5083635	4	2208	37	10987	0.9565413619557009	0.9999999999999999	0.5379455542499021	0	ADAMTSL4, ADAMTS7, ADAMTS17, THSD1
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	R-HSA-427389	10	2208	73	10987	0.9409181284801943	0.9999999999999999	0.6816433392892595	0	H3C11, H2BC15, H2BC7, H2BC9, H2BC14, H4C5, H2AZ2, H4C15, H2AJ, H4C2
Disorders of Nervous System Development	R-HSA-9697154	1	2208	14	10987	0.9568463617823382	0.9999999999999999	0.3554283126293996	0	TBL1XR1
Defective CHST14 causes EDS, musculocontractural type	R-HSA-3595174	1	2208	8	10987	0.833946173923318	0.9999999999999999	0.6219995471014493	0	BGN
Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	R-HSA-2142670	1	2208	8	10987	0.833946173923318	0.9999999999999999	0.6219995471014493	0	CYP1A1
Defects of contact activation system (CAS) and kallikrein/kinin system (KKS)	R-HSA-9651496	1	2208	16	10987	0.9724665566782812	0.9999999999999999	0.31099977355072467	0	VWF
Advanced glycosylation endproduct receptor signaling	R-HSA-879415	2	2208	13	10987	0.769099335537232	0.9999999999999999	0.7655379041248607	0	CAPZA2, AGER
Negative regulation of the PI3K/AKT network	R-HSA-199418	21	2208	118	10987	0.7679001227975897	0.9999999999999999	0.885558677229182	0	INSR, IL1RL1, FGF7, PPP2R5D, PDGFRB, FGF3, CD86, RHOG, FGF22, EGF, IER3, THEM4, PPP2R5A, TRAT1, PPP2R1B, RAC2, NTF4, FGF19, MYD88, FGF4, IRS2
RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	R-HSA-8939246	1	2208	7	10987	0.7921487676331544	0.9999999999999999	0.7108566252587992	0	RUNX2
Protein folding	R-HSA-391251	16	2208	96	10987	0.8338301780573713	0.9999999999999999	0.829332729468599	0	CCT5, CCT4, CCT7, STAT3, TP53, GNG10, GNG7, FBXW4, GNAQ, ACTB, CCT6A, FBXL3, CCT2, TCP1, TBCA, XRN2
Receptor Mediated Mitophagy	R-HSA-8934903	1	2208	11	10987	0.9153400543310422	0.9999999999999999	0.4523633069828722	0	ATG5
SLC-mediated transmembrane transport	R-HSA-425407	39	2208	250	10987	0.9724704408765628	0.9999999999999999	0.7762554347826086	0	SLC2A14, SLC6A19, SLC25A18, SLC9A1, SLC12A2, SLC22A15, SLC9A8, SLC2A4, SRI, SLC22A3, RSC1A1, SLC31A1, SLC10A6, SLC25A26, SLC36A4, SLC22A5, SLC38A2, SLC36A2, SLC50A1, SLC5A10, SLC35A1, SLC24A1, SLC15A2, SLC41A2, SLC22A2, SLC38A4, SLC39A6, SLCO4A1, SLCO2B1, SLC35B2, SLC35D1, SLC25A6, SLC4A5, SLCO3A1, SLC12A5, SLC16A1, SLC7A7, SLC7A11, SLCO1A2
Regulation of TP53 Activity through Acetylation	R-HSA-6804758	2	2208	30	10987	0.9898692948318424	0.9999999999999999	0.33173309178743965	0	TP53, BRD7
CHL1 interactions	R-HSA-447041	1	2208	9	10987	0.8673414601950471	0.9999999999999999	0.5528884863123994	0	ITGB1
